budget,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,collection,genre,production_company,production_country,language,release_year,return,collection_id,genre_id,company_id
0,10697,fr,3.134181,2000-03-01,0.0,112.0,The Taste of Others,6.6,48.0,,"Drama, Comedy, Romance","France 2 Cinéma, Canal+, Les Films A4",France,Français,2000,0.0,,"18, 35, 10749","83, 5358, 84516"
35000000,7093,en,2.516301,2000-05-01,0.0,125.0,Vatel,6.0,32.0,,"History, Drama, Romance",Canal Plus,"Belgium, France, United Kingdom",English,2000,0.0,,"36, 18, 10749",104
0,16300,en,9.779294,2001-02-16,0.0,87.0,Down to Earth,4.9,98.0,,"Fantasy, Comedy, Science Fiction, Romance","Paramount Pictures, Alphaville Films",United States of America,English,2001,0.0,,"14, 35, 878, 10749","4, 11462"
10000000,19405,en,4.195694,2001-01-27,44460850.0,83.0,Recess: School's Out,6.6,68.0,Disneys Große Pause,"Science Fiction, Animation, Comedy, Family","Walt Disney Television Animation, Disney Toon Studio",United States of America,English,2001,4.446085,421084,"878, 16, 35, 10751","3475, 4254"
40000000,1921,en,14.840318,2001-02-16,65754228.0,119.0,Sweet November,6.4,292.0,,"Drama, Romance","Bel Air Entertainment, Warner Bros.",United States of America,English,2001,1.6438557,,"18, 10749","788, 6194"
0,44412,en,1.261369,2000-03-09,0.0,86.0,Company Man,5.3,9.0,,Comedy,,"France, United Kingdom, United States of America",English,2000,0.0,,35,
0,21620,en,0.971453,2000-10-13,0.0,87.0,The Price of Milk,6.0,9.0,,"Comedy, Drama, Foreign, Romance",,New Zealand,English,2000,0.0,,"35, 18, 10769, 10749",
75000000,23685,en,8.893957,2001-02-23,5409517.0,93.0,Monkeybone,4.2,79.0,,"Adventure, Fantasy, Animation, Action, Comedy","Twentieth Century Fox Film Corporation, 1492 Pictures, Twitching Image Studio",United States of America,English,2001,0.07212689333333333,,"12, 14, 16, 28, 35","306, 436, 89626"
62000000,12138,en,4.76448,2001-02-23,18720175.0,125.0,3000 Miles to Graceland,5.8,181.0,,"Action, Adventure, Comedy, Thriller, Crime","Franchise Pictures, Warner Bros., Morgan Creek Productions",United States of America,English,2001,0.3019383064516129,,"28, 12, 35, 53, 80","1403, 6194, 10210"
0,48217,en,1.4414,2000-01-01,0.0,112.0,The Widow of Saint-Pierre,6.7,11.0,,"Romance, Drama","Cinémaginaire Inc., Epithete films, France2 Cinéma","France, Canada",Français,2000,0.0,,"10749, 18","280, 6982, 7089"
57000000,6073,en,9.958406,2001-03-01,147845033.0,123.0,The Mexican,5.8,453.0,,"Action, Comedy, Crime, Romance","DreamWorks SKG, Newmarket Capital Group, Lawrence Bender Productions, Pistolero Productions LLC","Mexico, United States of America","English, Español",2001,2.59377250877193,,"28, 35, 80, 10749","27, 506, 2253, 55852"
0,39180,en,10.47844,2001-03-02,0.0,94.0,See Spot Run,4.8,44.0,,"Action, Comedy, Family","Village Roadshow Pictures, NPV Entertainment, Robert Simonds Productions, Warner Bros., Spot Pictures","Australia, United States of America",Français,2001,0.0,,"28, 35, 10751","79, 172, 3929, 6194, 76292"
0,35569,en,0.42934,2001-03-02,0.0,90.0,Carman: The Champion,3.2,3.0,,"Drama, Action",,,English,2001,0.0,,"18, 28",
0,25208,en,9.001823,2001-01-19,0.0,105.0,The Caveman's Valentine,6.0,27.0,,"Drama, Mystery, Thriller","Franchise Pictures, Focus Features, Jersey Shore",United States of America,English,2001,0.0,,"18, 9648, 53","1403, 10146, 37497"
1900000,82103,pt,1.075939,2000-08-17,2070806.0,104.0,"Me, You, Them",6.5,14.0,,"Comedy, Drama, Romance","Columbia Pictures Corporation, Conspiração Filmes, Columbia TriStar Filmes do Brasil",Brazil,Português,2000,1.089897894736842,,"35, 18, 10749","441, 2429, 77682"
0,19513,en,1.63465,2001-01-20,0.0,86.0,Series 7: The Contenders,6.3,16.0,,"Action, Comedy, Thriller","October Films, Open City Films, Killer Films, Blow Up Pictures",United States of America,English,2001,0.0,,"28, 35, 53","236, 547, 1422, 4089"
60000000,2749,en,12.149946,2001-03-01,56359980.0,120.0,15 Minutes,5.7,194.0,,"Action, Crime, Thriller","New Line Cinema, Industry Entertainment, Tribeca Productions, New Redemption Pictures","Germany, United States of America","Český, English, ελληνικά, Pусский",2001,0.939333,,"28, 80, 53","12, 376, 11391, 67171"
10000000,10050,en,7.867139,2001-03-08,0.0,87.0,Get Over It,5.5,76.0,,"Comedy, Romance",Miramax,United States of America,English,2001,0.0,,"35, 10749",53009
0,17203,en,3.553887,2001-03-01,637769.0,91.0,Blow Dry,5.8,39.0,,"Comedy, Drama","Intermedia Films, Mirage Enterprises, West Eleven Films, IMF Internationale Medien und Film GmbH & Co. Produktions KG","Germany, United States of America, United Kingdom","English, Français",2001,inf,,"35, 18","763, 932, 52581, 65403"
0,168485,en,0.413762,1999-04-17,0.0,108.0,Hit and Runway,0.0,0.0,,,,,,1999,0.0,,,
0,95682,en,0.07455,2000-01-29,0.0,94.0,Long Night's Journey Into Day,2.5,2.0,,Documentary,,,"Afrikaans, , English",2000,0.0,,99,
0,54968,en,0.313628,1999-02-17,0.0,101.0,Simon Magus,10.0,1.0,,,,,English,1999,0.0,,,
0,49929,en,0.00656,2000-01-01,0.0,95.0,When Brendan Met Trudy,0.0,0.0,,,,"Ireland, United Kingdom","English, Français, Deutsch",2000,0.0,,,
0,2302,en,1.949265,1990-10-05,0.0,126.0,Avalon,6.0,19.0,,Drama,"TriStar Pictures, Baltimore Pictures",United States of America,", English",1990,0.0,,18,"559, 11407"
0,32686,en,1.391296,1996-09-11,0.0,80.0,Gray's Anatomy,6.3,7.0,,"Comedy, Drama",,United States of America,English,1996,0.0,,"35, 18",
0,13889,ja,2.012228,1993-04-17,0.0,134.0,Madadayo,7.4,21.0,,Drama,"Tokuma Shoten, Kurosawa Production Co., DENTSU Music And Entertainment, Daiei Motion Picture Company",Japan,"English, 日本語",1993,0.0,,18,"1779, 2680, 2752, 3214"
0,6028,en,2.481504,1980-09-19,11000000.0,105.0,The Mirror Crack'd,6.0,43.0,,"Crime, Thriller, Mystery","G.W. Films, EMI Films",United Kingdom,English,1980,inf,,"80, 53, 9648","1555, 8263"
0,51802,en,0.995919,1939-12-30,0.0,106.0,Of Mice and Men,7.3,19.0,,Drama,"United Artists, Hal Roach Studios",United States of America,English,1939,0.0,,18,"60, 2159"
0,42148,pt,2.112848,1981-05-08,0.0,128.0,Pixote,8.4,24.0,,"Crime, Drama","HB Filmes, Embrafilme",Brazil,Português,1981,0.0,,"80, 18","2434, 13930"
0,29492,en,1.71373,1986-08-22,2510433.0,94.0,Reform School Girls,6.4,10.0,,"Action, Comedy, Crime","New World Pictures, Balcor Film Investors, International Cinevision Productions",United States of America,"Português, English",1986,inf,,"28, 35, 80","1950, 2165, 4956"
0,25447,en,1.693701,1988-10-21,343786.0,93.0,Tapeheads,5.4,17.0,,"Comedy, Drama","Peter McCarthy / Front Films, Pacific Arts Video",,English,1988,inf,,"35, 18","4391, 4392"
0,28410,en,6.138911,1985-01-11,0.0,112.0,Tuff Turf,5.9,24.0,,"Drama, Action, Romance","New World Pictures, Planet Productions",United States of America,English,1985,0.0,,"18, 28, 10749","1950, 6562"
0,38545,en,2.407454,1989-04-01,0.0,90.0,The Unbelievable Truth,7.4,18.0,,"Comedy, Drama, Romance",Action Features,United States of America,English,1989,0.0,,"35, 18, 10749",5707
0,19490,en,4.645121,1947-12-09,0.0,109.0,The Bishop's Wife,6.9,49.0,,"Comedy, Drama, Fantasy, Romance","Samuel Goldwyn Company, The",United States of America,"English, Français",1947,0.0,,"35, 18, 14, 10749",28205
0,31151,en,1.755621,1970-11-11,0.0,109.0,Elvis That's the Way It Is,7.8,11.0,,"Music, Documentary",Metro-Goldwyn-Mayer (MGM),United States of America,English,1970,0.0,,"10402, 99",8411
0,1888,en,3.626104,1966-10-19,0.0,125.0,The Fortune Cookie,7.0,46.0,,"Romance, Comedy",Phalanx-Jaelem,United States of America,English,1966,0.0,,"10749, 35",776
0,38805,en,1.114368,1963-06-04,0.0,94.0,Lilies of the Field,6.7,29.0,,"Comedy, Drama",Rainbow Productions,United States of America,English,1963,0.0,,"35, 18",5214
0,16618,en,1.569565,1952-12-19,0.0,112.0,Hans Christian Andersen,6.7,18.0,,"Music, Romance, Family","Samuel Goldwyn Company, The",United States of America,English,1952,0.0,,"10402, 10749, 10751",28205
20000000,2428,en,3.961342,1965-02-15,15473333.0,199.0,The Greatest Story Ever Told,6.5,41.0,,"Drama, History",George Stevens Productions,United States of America,English,1965,0.77366665,,"18, 36",13579
3000000,22013,en,6.409512,1960-06-19,10400000.0,146.0,Elmer Gantry,7.3,41.0,,Drama,United Artists,United States of America,English,1960,3.466666666666667,,18,60
0,15598,en,7.409319,1966-03-29,0.0,114.0,Alfie,6.5,65.0,,"Comedy, Drama, Romance","Paramount Pictures, Lewis Gilbert Productions",United Kingdom,English,1966,0.0,,"35, 18, 10749","4, 1575"
4500000,43332,en,1.108485,1954-06-16,0.0,101.0,Demetrius and the Gladiators,6.4,12.0,Demetrius Filmreihe,"Action, Adventure, Drama, History",Twentieth Century Fox Film Corporation,United States of America,English,1954,0.0,366444,"28, 12, 18, 36",306
10000000,62127,en,0.995584,1995-12-27,0.0,86.0,The Fantasticks,6.6,8.0,,"Comedy, Drama, Music, Romance, Science Fiction","Sullivan Street Productions, Michael Ritchie Productions, Radmin Company, The",United States of America,English,1995,0.0,,"35, 18, 10402, 10749, 878","51207, 51208, 51209"
0,56137,en,1.50485,1945-11-16,0.0,91.0,I Know Where I'm Going!,6.7,23.0,,"Drama, Romance","The Rank Organisation, The Archers",United Kingdom,"English, ",1945,0.0,,"18, 10749","364, 11382"
3000000,17965,en,9.468736,1971-05-18,0.0,94.0,The Abominable Dr. Phibes,6.9,79.0,Dr. Phibes Collection,"Comedy, Horror",American International Pictures (AIP),"United Kingdom, United States of America",English,1971,0.0,116847,"35, 27",9266
0,29067,en,2.274081,1965-10-26,0.0,80.0,"Die, Monster, Die!",6.5,16.0,,"Drama, Horror, Thriller, Science Fiction, Foreign",,"United Kingdom, United States of America",English,1965,0.0,,"18, 27, 53, 878, 10769",
0,33250,en,4.768672,1979-03-02,0.0,99.0,Real Life,6.1,13.0,,Comedy,Paramount Pictures,United States of America,English,1979,0.0,,35,4
2000000,14460,en,2.921405,1980-09-08,11000000.0,104.0,Battle Beyond the Stars,5.9,42.0,,Science Fiction,New World Pictures,United States of America,English,1980,5.5,,878,1950
4000000,17466,en,13.90542,1990-09-14,16853487.0,93.0,Death Warrant,5.4,117.0,,"Action, Crime, Drama, Mystery, Thriller","Pathé Pictures International, Cannon Group, Cannon Films, Metro-Goldwyn-Mayer (MGM)","Canada, United States of America",English,1990,4.21337175,,"28, 80, 18, 9648, 53","1178, 1444, 4110, 8411"
15000000,9594,en,6.600651,1991-07-31,30102717.0,110.0,Double Impact,5.3,219.0,,"Thriller, Action, Crime, Drama",Stone Group Pictures,United States of America,English,1991,2.0068478,,"53, 28, 80, 18",3470
0,35976,en,4.510919,1978-05-10,45000000.0,110.0,The End,5.7,15.0,,Comedy,"United Artists, Gordon-Reynolds Productions",United States of America,English,1978,inf,,35,"60, 5593"
0,4986,en,1.707715,1972-07-14,0.0,93.0,Fuzz,6.2,6.0,,"Comedy, Crime, Drama","Filmways Pictures, Javelin Pictures",United States of America,English,1972,0.0,,"35, 80, 18","1138, 17446"
23000000,2453,en,7.338188,1991-08-23,7434726.0,98.0,Harley Davidson and the Marlboro Man,6.1,86.0,,"Action, Thriller","Metro-Goldwyn-Mayer (MGM), Krisjair, Laredo",United States of America,English,1991,0.32324895652173913,,"28, 53","8411, 22058, 22059"
7000000,33676,en,3.132019,1983-04-08,1246141.0,100.0,Losin' It,4.5,31.0,,Comedy,"Tijuana Productions, Tiberius Film Productions","Canada, United States of America","English, Español",1983,0.17802014285714285,,35,"5337, 5338"
31000000,4587,en,5.55237,1990-12-14,35419397.0,110.0,Mermaids,6.5,124.0,,"Comedy, Drama, Romance",Orion Pictures,United States of America,English,1990,1.142561193548387,,"35, 18, 10749",41
0,31004,en,2.326119,1989-02-17,4557214.0,98.0,The Mighty Quinn,5.8,25.0,,"Action, Comedy, Mystery, Thriller","Star Partners II Ltd., Metro-Goldwyn-Mayer (MGM), A&M Films",United States of America,English,1989,inf,,"28, 35, 9648, 53","206, 8411, 11043"
0,125099,en,0.037594,1997-09-10,0.0,95.0,Unmade Beds,5.0,1.0,,Comedy,,,,1997,0.0,,35,
0,27859,en,5.792724,2000-01-01,0.0,115.0,Rated X,5.2,20.0,,Drama,District,United States of America,English,2000,0.0,,18,3003
15000000,11454,en,0.338943,1986-08-14,8620929.0,119.0,Manhunter,6.8,340.0,The Hannibal Lecter Anthology,"Crime, Horror, Thriller","De Laurentiis Entertainment Group (DEG), Red Dragon Productions S.A.",United States of America,English,1986,0.5747286,9743,"80, 27, 53","484, 67627"
0,38718,en,7.929751,1990-10-05,15445131.0,111.0,Reversal of Fortune,6.6,59.0,,Drama,"Shochiku-Fuji Company, Sovereign Pictures, Reversal Films Inc.","Japan, United Kingdom, United States of America",English,1990,inf,,18,"6919, 7541, 87839"
7920000,4192,en,11.162277,1978-10-06,14560084.0,140.0,Death on the Nile,6.7,121.0,,Mystery,"EMI Films Ltd., Mersham Productions",United Kingdom,"Deutsch, English, Français, العربية",1978,1.8383944444444444,,9648,"538, 1581"
0,11607,en,3.842769,1989-01-13,8143225.0,105.0,DeepStar Six,5.0,56.0,,"Action, Horror, Thriller, Science Fiction","TriStar Pictures, Carolco Pictures",United States of America,English,1989,inf,,"28, 27, 53, 878","559, 14723"
0,14052,en,5.780761,1984-07-20,0.0,90.0,Revenge of the Nerds,6.6,204.0,Revenge of the Nerds Collection,Comedy,"Twentieth Century Fox Film Corporation, Interscope Communications, Zacharias-Buhai Productions",United States of America,English,1984,0.0,48190,35,"306, 10201, 79025"
0,16889,en,10.54375,1987-07-10,22642033.0,98.0,Revenge of the Nerds II: Nerds in Paradise,5.5,71.0,Revenge of the Nerds Collection,Comedy,"Twentieth Century Fox Film Corporation, Amercent Films, American Entertainment Partners L.P., Interscope Communications",United States of America,English,1987,inf,48190,35,"306, 5263, 5264, 10201"
0,39934,en,0.89738,1990-05-01,0.0,96.0,Longtime Companion,7.2,16.0,,Drama,The Samuel Goldwyn Company,United States of America,English,1990,0.0,,18,8888
0,26580,en,0.639411,1997-07-09,0.0,102.0,4 Little Girls,6.7,12.0,,Documentary,40 Acres & A Mule Filmworks,United States of America,English,1997,0.0,,99,4319
19000000,21309,en,4.482439,1986-08-27,0.0,99.0,River's Edge,6.7,59.0,,"Crime, Drama","Hemdale Film, Island",United States of America,English,1986,0.0,,"80, 18","3952, 3953"
0,16263,en,3.753097,1985-04-12,0.0,87.0,Girls Just Want to Have Fun,6.5,40.0,,"Comedy, Family, Music, Romance",New World Pictures,United States of America,English,1985,0.0,,"35, 10751, 10402, 10749",1950
2900000,4985,en,9.460843,1974-08-21,43008075.0,121.0,The Longest Yard,6.4,71.0,,"Crime, Comedy, Drama",Paramount Pictures,United States of America,English,1974,14.830370689655172,,"80, 35, 18",4
0,20704,en,9.626033,1991-09-27,0.0,108.0,Necessary Roughness,5.5,28.0,,Comedy,Paramount Pictures,United States of America,English,1991,0.0,,35,4
1250000,23730,en,4.412794,1984-08-31,3412497.0,88.0,C.H.U.D.,5.3,62.0,C.H.U.D. Collection,"Horror, Science Fiction","New World Pictures, C.H.U.D. Productions",United States of America,English,1984,2.7299976,257571,"27, 878","1950, 85889"
68000000,853,en,10.704813,2001-03-13,96976270.0,131.0,Enemy at the Gates,7.2,1023.0,,War,"Paramount Pictures, Swanford Films, Mandalay Pictures, Little Bird, KC Medien, Reperage, DOS, MP Film Management","Ireland, United States of America, Germany, United Kingdom","Deutsch, English, Pусский",2001,1.4261216176470588,,10752,"4, 549, 551, 11358, 22182, 24136, 24137, 24138"
50000000,10877,en,12.280827,2001-03-13,79958599.0,101.0,Exit Wounds,5.3,111.0,,"Action, Crime, Thriller","Village Roadshow Pictures, NPV Entertainment, Warner Bros.","Canada, United States of America",Italiano,2001,1.59917198,,"28, 80, 53","79, 172, 6194"
0,5257,en,6.263988,2000-07-11,0.0,101.0,The Dish,6.6,62.0,,"History, Comedy, Drama","Distant Horizons, Working Dog",Australia,English,2000,0.0,,"36, 35, 18","1066, 13674"
9000000,77,en,15.450789,2000-10-11,39723096.0,113.0,Memento,8.1,4168.0,,"Mystery, Thriller","Summit Entertainment, Newmarket Capital Group, Team Todd, I Remember Productions",United States of America,English,2000,4.413677333333333,,"9648, 53","491, 506, 598, 34446"
0,20322,en,5.028944,2001-03-23,0.0,106.0,The Brothers,6.8,11.0,,"Comedy, Drama, Romance",,United States of America,English,2001,0.0,,"35, 18, 10749",
35000000,10833,en,9.515602,2001-03-23,0.0,123.0,Heartbreakers,5.8,256.0,,"Crime, Comedy, Romance","Davis Entertainment, Metro-Goldwyn-Mayer (MGM)",United States of America,"English, Pусский",2001,0.0,,"80, 35, 10749","1302, 8411"
25000000,20309,en,3.65507,2001-03-12,0.0,95.0,Say It Isn't So,4.8,47.0,,"Comedy, Romance","Twentieth Century Fox Film Corporation, Conundrum Entertainment",United States of America,English,2001,0.0,,"35, 10749","306, 1156, 89629"
0,125093,en,0.001177,1997-03-07,0.0,88.0,Too Much Sleep,0.0,0.0,,,,,,1997,0.0,,,
23000000,12658,en,5.298111,2001-03-30,0.0,97.0,Someone Like You...,6.0,119.0,,"Comedy, Romance","Fox 2000 Pictures, Lynda Obst Productions",United States of America,English,2001,0.0,,"35, 10749","711, 13769"
35000000,10054,en,9.576745,2001-03-18,147934180.0,88.0,Spy Kids,5.5,893.0,Spy Kids Collection,"Action, Comedy, Family, Adventure","Dimension Films, Troublemaker Studios, Miramax",United States of America,"Español, English",2001,4.226690857142857,86486,"28, 35, 10751, 12","7405, 10807, 53009"
11000000,10646,en,4.63422,2001-03-30,23430766.0,95.0,Tomcats,4.9,75.0,,"Comedy, Romance","Columbia Pictures, Revolution Studios",United States of America,English,2001,2.130069636363636,,"35, 10749","5, 497"
21000000,2575,en,6.226933,2001-02-11,28008462.0,109.0,The Tailor of Panama,6.2,97.0,,"Drama, Thriller","Columbia Pictures, Merlin Films","Ireland, United States of America","English, Español",2001,1.3337362857142858,,"18, 53","5, 3201"
2000000,55,es,5.958138,2000-06-16,20908467.0,154.0,Amores perros,7.6,537.0,,"Drama, Thriller","Altavista Films, Zeta Film",Mexico,Español,2000,10.4542335,,"18, 53","5084, 11230"
0,65075,en,0.122334,2000-04-15,0.0,82.0,Keep the River on Your Right: A Modern Cannibal Tale,8.0,3.0,,Documentary,,United States of America,"English, Español",2000,0.0,,99,
0,44379,fr,0.647007,2000-07-07,0.0,82.0,The Gleaners & I,7.0,19.0,,"Documentary, Foreign",Ciné Tamaris,France,Français,2000,0.0,,"99, 10769",14683
60000000,2043,en,13.214068,2001-04-06,105178561.0,104.0,Along Came a Spider,6.1,408.0,Alex Cross Collection,"Crime, Mystery, Thriller, Action","Paramount Pictures, AZL Productions KG, David Brown Productions, MFP Munich Film Partners, Phase 1 Productions, Revelations Entertainment","Canada, Germany, United States of America","English, Pусский",2001,1.7529760166666666,142680,"80, 9648, 53, 28","4, 902, 903, 904, 905, 906"
53000000,4133,en,12.332223,2001-04-04,83282296.0,124.0,Blow,7.4,1352.0,,"Crime, Drama",New Line Cinema,United States of America,English,2001,1.5713640754716982,,"80, 18",12
0,56715,en,6.198238,2001-04-06,0.0,88.0,Just Visiting,4.9,173.0,The Visitors Collection,"Comedy, Fantasy, Science Fiction","Gaumont, Hollywood Pictures, Bruin Grip Services","France, United States of America","English, Français",2001,0.0,52888,"35, 14, 878","9, 915, 5330"
16000000,10991,ja,10.264597,2000-07-08,68411275.0,93.0,Pokémon: Spell of the Unknown,6.0,143.0,Pokémon Collection,"Adventure, Fantasy, Animation, Action, Family","TV Tokyo, 4 Kids Entertainment, Nintendo, Pikachu Project, Oriental Light and Magic (OLM), Pikachu Project 2001, Shoakuken",Japan,English,2000,4.2757046875,34055,"12, 14, 16, 28, 10751","3034, 3035, 12288, 12653, 66289, 89163, 89164, 89165"
0,15940,en,2.269511,2000-08-23,0.0,85.0,Beautiful Creatures,5.9,25.0,,"Comedy, Crime, Drama, Thriller","DNA Films, Arts Council of England, DNA Pictures International, Snakeman Productions",United Kingdom,English,2000,0.0,,"35, 80, 18, 53","284, 718, 52607, 52608"
1000000,26791,en,0.202478,2001-03-30,852206.0,119.0,Brigham City,7.3,4.0,,"Crime, Drama, Mystery, Thriller",Main Street Movie Company,United States of America,English,2001,0.852206,,"80, 18, 9648, 53",6337
0,44069,fa,0.53871,2000-09-01,0.0,74.0,The Day I Became a Woman,4.1,6.0,,"Drama, Foreign",Makhmalbaf Productions,Iran,فارسی,2000,0.0,,"18, 10769",54377
0,68894,en,0.101444,2000-09-08,0.0,116.0,Shadow Magic,6.0,1.0,,"Drama, Foreign, History",,"China, Germany, Taiwan, United States of America","English, 普通话",2000,0.0,,"18, 10769, 36",
25000000,634,en,10.780524,2001-04-13,281929795.0,97.0,Bridget Jones's Diary,6.6,1397.0,Bridget Jones Collection,"Comedy, Romance, Drama","Miramax Films, Universal Pictures, Studio Canal, Working Title Films, Little Bird","France, Ireland, United Kingdom, United States of America",English,2001,11.2771918,8936,"35, 10749, 18","14, 33, 5870, 10163, 11358"
17700000,10956,en,10.442468,2001-04-10,30987695.0,91.0,Joe Dirt,5.5,247.0,Joe Dirt Collection,"Mystery, Adventure, Comedy, Romance, Drama","Columbia Pictures, Happy Madison Productions",United States of America,English,2001,1.750717231638418,353325,"9648, 12, 35, 10749, 18","5, 2608"
22000000,19366,en,9.423041,2001-04-06,0.0,98.0,Josie and the Pussycats,5.2,73.0,,"Comedy, Music","Universal Pictures, Marc Platt Productions, Metro-Goldwyn-Mayer (MGM), Riverdale Productions","Canada, United States of America",English,2001,0.0,,"35, 10402","33, 2527, 8411, 24851"
0,136558,en,0.986251,2011-01-01,0.0,88.0,Kingdom Come,8.0,1.0,,Comedy,,,,2011,0.0,,35,
0,28308,en,7.034927,2001-04-13,0.0,109.0,The Body,4.9,35.0,,"Drama, Mystery, Romance, Thriller","Helkon Media AG, Avalanche Films, Compass Productions, Diamant Cohen Productions","United States of America, Israel, Germany","العربية, עִבְרִית, English",2001,0.0,,"18, 9648, 10749, 53","2216, 7650, 7651, 7652"
0,9519,en,9.035898,2000-06-21,236185.0,94.0,Chopper,6.7,111.0,,"Crime, Drama, Thriller","Pariah Entertainment Group, Mushroom Pictures, Australian Film Finance Corporation (AFFC)",Australia,English,2000,inf,,"80, 18, 53","1271, 7337, 8724"
0,13898,fa,1.629075,2000-09-08,0.0,90.0,The Circle,6.6,17.0,,"Drama, Foreign",Jafar Panahi Film Productions,Iran,فارسی,2000,0.0,,"18, 10769",2835
0,196280,en,0.510724,2000-04-13,0.0,98.0,Lakeboat,5.5,2.0,,,,,English,2000,0.0,,,
21150000,9290,en,6.640385,2001-04-12,39438674.0,92.0,Crocodile Dundee in Los Angeles,4.7,149.0,Crocodile Dundee Collection,"Adventure, Comedy","Bungalow Productions, Silver Lion Films, Vision View Entertainment","Australia, United States of America",English,2001,1.864712718676123,9332,"12, 35","11600, 11601, 11602"
0,13166,en,7.187919,2001-04-18,0.0,87.0,Freddy Got Fingered,4.5,117.0,,Comedy,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, MBST/Lloyd Productions",United States of America,English,2001,0.0,,35,"508, 1171, 10104, 51708"
0,32590,en,3.247122,2001-04-19,0.0,88.0,The Center of the World,4.4,14.0,,"Drama, Romance","Redeemable Features, Artisan Entertainment",United States of America,English,2001,0.0,,"18, 10749","1483, 2188"
0,109472,en,0.001653,2001-06-06,0.0,0.0,The Girl,0.0,0.0,,"Drama, Thriller, Romance",,,,2001,0.0,,"18, 53, 10749",
0,153141,en,0.490728,2001-01-26,32395.0,96.0,The Low Down,0.0,0.0,,"Romance, Comedy, Drama","Oil Factory, Filmfour, British Screen Productions, Sleeper Films, Bozie",United Kingdom,English,2001,inf,,"10749, 35, 18","6098, 6705, 12745, 80550, 80551"
0,52654,en,0.879721,2000-08-21,0.0,109.0,The Luzhin Defence,6.6,15.0,,"Romance, Drama",,,"English, Italiano",2000,0.0,,"10749, 18",
0,70282,en,0.001712,2000-01-01,0.0,107.0,The Visit,0.0,0.0,,Drama,,United States of America,"English, Français",2000,0.0,,18,
0,47643,en,4.433239,1996-09-07,0.0,95.0,Lilies,7.3,14.0,,"Drama, Fantasy, Romance",Turbulent Arts,Canada,English,1996,0.0,,"18, 14, 10749",88839
25000000,111,en,11.299673,1983-12-08,65884703.0,170.0,Scarface,8.0,3017.0,,"Action, Crime, Drama, Thriller",Universal Pictures,United States of America,"English, Español",1983,2.63538812,,"28, 80, 18, 53",33
0,32488,en,3.942198,1962-12-26,0.0,117.0,Days of Wine and Roses,7.5,39.0,,"Drama, Romance","Warner Bros., Jalem Productions",United States of America,English,1962,0.0,,"18, 10749","6194, 11496"
94000000,10477,en,5.310558,2001-04-27,54744738.0,116.0,Driven,4.5,180.0,,Action,"Epsilon Motion Pictures, Franchise Pictures, Trackform Film Productions","Australia, Canada, United States of America","English, Deutsch, Español",2001,0.582390829787234,,28,"1171, 1403, 10107, 54502"
5000000,12484,en,3.169217,2001-04-27,0.0,90.0,The Forsaken,4.9,47.0,,"Action, Adventure, Horror, Thriller","Screen Gems, Sony Pictures Entertainment, Egmont Film, Columbia TriStar Home Entertainment",United States of America,English,2001,0.0,,"28, 12, 27, 53","3287, 5752, 9365, 10202"
0,2144,en,6.059018,2001-04-19,0.0,93.0,One Night at McCool's,5.7,92.0,,"Action, Comedy, Crime",USA Films,United States of America,English,2001,0.0,,"28, 35, 80",987
90000000,24113,en,1.901065,2001-04-27,10372291.0,104.0,Town & Country,4.1,18.0,,"Comedy, Romance",New Line Cinema,,English,2001,0.11524767777777778,,"35, 10749",12
0,118052,en,0.934445,2001-04-01,0.0,89.0,Rat,6.0,3.0,,"Drama, Fantasy, Comedy, Family","Universal Pictures, Ruby Films, Jim Henson Productions, Samson Films","United Kingdom, United States of America, Ireland",English,2001,0.0,,"18, 14, 35, 10751","33, 2054, 2504, 11571"
98000000,1734,en,16.945657,2001-04-28,433013274.0,130.0,The Mummy Returns,6.0,2258.0,The Mummy Collection,"Adventure, Action, Fantasy","Universal Pictures, Alphaville Films, Imhotep Productions",United States of America,"English, العربية",2001,4.418502795918367,1733,"12, 28, 14","33, 11462, 20242"
0,38047,ja,1.955392,2000-05-18,0.0,217.0,Eureka,6.6,19.0,,Drama,"DENTSU Music And Entertainment, Suncent CinemaWorks, Tokyo Theatres K.K., Imagica Corp.","Japan, France",日本語,2000,0.0,,18,"2256, 2752, 23481, 36339, 44803"
0,8076,de,2.664512,1999-11-19,0.0,92.0,Tuvalu,5.8,9.0,,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family, Foreign","Filmboard Berlin-Brandenburg (FBB), Borough Films, Filmförderungsanstalt (FFA)",Germany,Deutsch,1999,0.0,,"14, 18, 35, 878, 10749, 10751, 10769","269, 2338, 4247"
0,4973,fr,1.860018,2000-09-11,0.0,92.0,Under the Sand,6.4,31.0,,"Drama, Mystery","Fidélité Productions, Euro Space Inc.",France,Français,2000,0.0,,"18, 9648","147, 1790"
31115000,8095,en,8.591238,1963-06-12,71000000.0,248.0,Cleopatra,6.7,148.0,,"Drama, History, Romance","Twentieth Century Fox Film Corporation, MCL Films S.A., Walwa Films S.A.","United Kingdom, United States of America, Switzerland","English, Português",1963,2.2818576249397395,,"18, 36, 10749","306, 11451, 11452"
